Pseudo ID,ZIPCODE,gender,Age,S1,S2,S3,S4,Academic Level,ZIPCODE_privacy_0.1
1d78f8e078,52889,male,20 < Age ≤ 30,13,12,7,18,M1,410906
b7fe49cd70,15635,male,20 < Age ≤ 30,16,9,10,17,M2,-343406
df0a5e2c5c,43956,male,20 < Age ≤ 30,16,7,7,7,L3,-1655273
69caaef365,6045,male,20 < Age ≤ 30,13,18,13,18,L2,524241
f5fc95231f,91040,male,20 < Age ≤ 30,16,19,8,17,M2,-429451
f09c020973,32100,male,20 < Age ≤ 30,11,14,9,7,L1,17181
4f5c327ffe,78637,male,20 < Age ≤ 30,8,7,7,18,M2,206830
462b227bfc,27902,male,20 < Age ≤ 30,10,11,7,16,L1,2435470
a90b84f449,62475,male,20 < Age ≤ 30,10,13,11,18,L3,258654
534652cf17,17687,male,20 < Age ≤ 30,9,8,14,13,L1,-2273855
1ac79ec4e9,53395,male,20 < Age ≤ 30,10,9,10,7,L1,104093
5e91584a3c,55154,male,20 < Age ≤ 30,16,19,16,7,M2,-517711
0b8fe5d570,34053,male,20 < Age ≤ 30,16,11,17,12,M1,-573893
b7e667aaf0,84464,male,20 < Age ≤ 30,11,14,14,17,M1,330898
f681a028da,59175,male,20 < Age ≤ 30,16,17,16,16,M1,1269907
05b4475e2c,82943,male,20 < Age ≤ 30,10,14,18,18,M1,-1504229
b21dee5fe6,9584,male,20 < Age ≤ 30,9,17,16,18,M2,-59856
859d5e3fb1,9695,male,20 < Age ≤ 30,15,11,17,17,L2,-6593309
1d508bd748,43716,male,20 < Age ≤ 30,12,19,11,20,M2,275260
b96bf5154c,78179,male,20 < Age ≤ 30,15,17,11,11,M1,517365
5d022f96f7,40123,male,20 < Age ≤ 30,20,12,15,13,L2,-676287
9a9b5f9c7f,18993,male,20 < Age ≤ 30,20,10,10,14,M1,1804154
a04a0252d6,48384,male,20 < Age ≤ 30,15,13,18,10,L3,-1161183
7890c7a7be,41653,male,20 < Age ≤ 30,16,12,9,8,L3,-220523
7548e78c44,54458,male,20 < Age ≤ 30,9,16,16,14,M1,2116262
f94a9c8d7f,29948,male,20 < Age ≤ 30,9,9,12,10,L3,374716
611126b472,74467,male,20 < Age ≤ 30,17,18,17,10,L1,-63233
e3cee9fa71,46416,male,20 < Age ≤ 30,9,17,8,19,M2,-1708187
cb2ce905fe,10782,male,20 < Age ≤ 30,13,14,14,14,L1,-2447127
d298d5f173,91486,male,20 < Age ≤ 30,16,15,8,13,M2,1236335
0a953c0ed8,38953,male,20 < Age ≤ 30,11,16,7,7,L3,-2152097
3821282932,42942,male,20 < Age ≤ 30,9,20,12,15,L2,-416130
a9c8df8c20,70790,male,20 < Age ≤ 30,19,17,12,18,M1,-1075557
0bf3a0068c,25351,male,20 < Age ≤ 30,11,19,17,13,M1,1386192
c2bac0d16a,49314,male,20 < Age ≤ 30,8,12,16,10,L1,2727509
d3b82e0ac0,76508,male,20 < Age ≤ 30,16,12,7,15,M1,-462805
910a2efaa7,59953,male,20 < Age ≤ 30,18,14,16,13,L3,-239480
a5ea0a2204,22661,male,20 < Age ≤ 30,13,20,10,10,M1,-1960439
82ad0895f4,6375,male,20 < Age ≤ 30,13,16,19,7,L1,226168
af8cc4a958,42960,male,20 < Age ≤ 30,11,15,8,10,L3,-347637
902928df53,11916,male,20 < Age ≤ 30,17,13,20,20,M1,-3351041
dd74421318,3608,male,20 < Age ≤ 30,14,18,16,10,M1,-1103496
8043a296b0,26739,male,20 < Age ≤ 30,14,19,17,9,L3,-195384
e56c2e6f3d,95821,male,20 < Age ≤ 30,13,11,8,7,M1,-1722483
f469e24097,19348,male,20 < Age ≤ 30,18,10,14,16,M2,201614
fbe065f446,62383,male,20 < Age ≤ 30,14,20,17,11,L1,198936
acd6f2c13b,31435,male,20 < Age ≤ 30,13,11,14,12,L3,-450593
0883ef2efb,10118,male,20 < Age ≤ 30,10,16,14,11,M2,-1250567
889e0f2e38,11950,male,20 < Age ≤ 30,9,12,10,15,L2,-1749390
9ce759b6ea,85757,male,20 < Age ≤ 30,15,17,18,15,L3,-50935
fa8903e78b,32771,male,20 < Age ≤ 30,18,10,13,20,L1,521619
f4cb727124,43525,male,20 < Age ≤ 30,20,19,12,12,L2,687465
563c290ad4,78669,male,20 < Age ≤ 30,18,12,18,20,M2,550116
5d3f1eba86,9421,male,20 < Age ≤ 30,16,12,12,19,L2,422656
676dc66567,53432,male,20 < Age ≤ 30,15,12,20,9,L1,2710740
1d32301bf3,60427,male,20 < Age ≤ 30,9,19,7,10,L3,-2422691
76620b595c,22974,male,20 < Age ≤ 30,12,16,8,14,L1,1651660
effa313dc5,68449,male,20 < Age ≤ 30,9,17,16,10,M1,1184273
033405d851,52335,male,20 < Age ≤ 30,8,11,7,17,L2,-2320366
29c0bd33fb,35439,male,20 < Age ≤ 30,16,12,15,12,M2,155658
2cc01f5903,63984,male,20 < Age ≤ 30,19,10,9,10,M2,-1229156
405937fa40,95114,male,20 < Age ≤ 30,9,9,16,16,L3,3661276
1c133eda15,79338,male,20 < Age ≤ 30,19,14,13,20,L3,-308266
f4ce1831d5,16644,male,20 < Age ≤ 30,19,12,12,17,M1,-5243016
4194bc485b,18830,male,20 < Age ≤ 30,10,11,11,9,M1,1286073
ec10c3f268,15212,male,20 < Age ≤ 30,18,7,14,12,L1,3503696
35953f1f9f,90365,male,20 < Age ≤ 30,11,10,12,12,L2,-1500696
f10326c01e,48988,male,20 < Age ≤ 30,20,13,14,14,M2,-1085283
37be90ad7a,40629,male,20 < Age ≤ 30,9,18,13,9,M1,497307
1a28f0a27f,29494,male,20 < Age ≤ 30,11,17,7,15,M1,92973
e90a9b6385,41662,male,20 < Age ≤ 30,17,14,13,15,L3,-1762047
67d097891a,46322,male,20 < Age ≤ 30,15,19,14,11,L3,757855
bf8c60be12,40662,male,20 < Age ≤ 30,19,12,13,19,L1,-27020
f7c14ab0a4,55174,male,20 < Age ≤ 30,17,18,10,12,L1,633808
896a887fa6,9988,male,20 < Age ≤ 30,14,13,15,13,L2,1196975
a4c3320d90,49160,male,20 < Age ≤ 30,10,7,10,14,L1,-439047
afb7f9a698,81215,male,20 < Age ≤ 30,19,10,7,11,L3,-3925276
25789b3dfa,25538,male,20 < Age ≤ 30,12,16,18,8,M1,-289000
4610fb2896,89336,male,20 < Age ≤ 30,14,16,20,11,M1,504636
30d8177f39,63774,male,20 < Age ≤ 30,15,18,9,10,L3,-475828
f67fa756c7,75568,male,20 < Age ≤ 30,7,7,17,17,M1,-463066
ac843849b3,43316,male,20 < Age ≤ 30,7,17,19,15,L1,-876444
244ad39fe2,10509,male,20 < Age ≤ 30,7,19,20,11,M1,-845554
4359a72fff,74225,male,20 < Age ≤ 30,10,19,15,19,L3,-104878
a3de28103c,3120,male,20 < Age ≤ 30,19,12,20,10,L3,-1141393
a3b81b1e03,93624,male,20 < Age ≤ 30,7,8,17,18,L2,-1095305
7df559af2a,42678,male,20 < Age ≤ 30,14,12,11,12,L1,678006
304e89bc4c,58291,male,20 < Age ≤ 30,13,14,16,7,L2,1289134
6859ba3440,64235,male,20 < Age ≤ 30,20,18,7,8,L1,-1544619
37b28c49b4,37052,male,20 < Age ≤ 30,17,12,12,11,L2,-1500297
28732ef98d,35099,male,20 < Age ≤ 30,20,7,7,12,M2,-476397
c189fc9c71,43999,male,20 < Age ≤ 30,10,17,17,20,M2,-476192
54fa590acc,42850,male,20 < Age ≤ 30,13,18,12,14,M2,2930277
8d28b7edb2,47291,male,20 < Age ≤ 30,7,9,7,11,M2,-888522
c547fe2a6c,12722,male,20 < Age ≤ 30,18,12,16,20,M1,-1895202
21e015fae4,33861,male,20 < Age ≤ 30,14,20,19,19,L3,184624
3f7f24bc1c,81480,male,20 < Age ≤ 30,10,19,9,16,M1,-1344996
3f1e3cd99d,25515,male,20 < Age ≤ 30,10,20,10,9,M1,-427621
8c47fb90f9,4288,male,20 < Age ≤ 30,8,8,16,20,L2,1728809
3b7c4b247d,25610,male,20 < Age ≤ 30,13,9,9,18,M1,1808294
62c8e08a12,82516,male,20 < Age ≤ 30,15,12,14,10,M2,703165
6570b483a9,70147,male,20 < Age ≤ 30,9,12,19,14,L3,1085532
bdd57fd098,87534,male,20 < Age ≤ 30,13,9,12,20,L1,2232071
748b62eb15,35142,male,20 < Age ≤ 30,7,10,9,20,M1,-295827
5d45e5db12,30537,male,20 < Age ≤ 30,12,7,14,8,M1,-990001
c06c4a3292,36310,male,20 < Age ≤ 30,10,9,9,18,M2,218819
f7a7904ed2,12438,male,20 < Age ≤ 30,15,10,19,12,M1,-1271525
7c8c93d8f7,24069,male,20 < Age ≤ 30,15,20,13,13,M2,-1272946
7ecb22520b,19600,male,20 < Age ≤ 30,15,18,8,10,M2,-2308812
8edac10fc5,84215,male,20 < Age ≤ 30,19,19,7,13,L2,1436741
d8dcb8a82b,97663,male,20 < Age ≤ 30,16,16,8,10,M2,-582648
edfc03a15a,87356,male,20 < Age ≤ 30,16,17,7,20,L3,244908
56399a85f9,46191,male,20 < Age ≤ 30,12,14,15,16,L2,-1841353
d1c759a56c,92875,male,20 < Age ≤ 30,17,18,16,19,L1,3409581
4f14dbce92,61504,male,20 < Age ≤ 30,11,8,17,13,M2,2228770
d311f8e1da,38513,male,20 < Age ≤ 30,12,18,7,12,L3,-1770252
752e8a674f,9597,male,20 < Age ≤ 30,20,17,10,18,M1,516248
5d20d32005,97528,male,20 < Age ≤ 30,9,11,15,14,L3,69902
c532782087,12452,male,20 < Age ≤ 30,13,17,17,11,L3,-718961
5b11832946,17413,male,20 < Age ≤ 30,7,7,17,16,M1,1393623
83cafd6d0d,13453,male,20 < Age ≤ 30,18,11,12,11,L3,1436903
d62676e316,62701,male,20 < Age ≤ 30,12,8,10,10,M1,771998
482d2853e7,23409,male,20 < Age ≤ 30,15,7,14,11,M1,164812
38319845de,4608,male,20 < Age ≤ 30,11,20,16,15,M1,970670
37e0edb5a3,59286,male,20 < Age ≤ 30,15,9,16,7,M2,3988930
66f50fd576,36198,male,20 < Age ≤ 30,18,8,20,17,L3,1332164
968b7b5287,99610,male,20 < Age ≤ 30,13,17,12,16,L3,605652
5d1a6aad44,40016,male,20 < Age ≤ 30,11,19,7,19,M1,-1195369
5ccde5d2ee,25892,male,20 < Age ≤ 30,17,15,15,11,L2,-2171727
73604db369,14161,male,20 < Age ≤ 30,9,18,8,8,M1,611938
7f5fa08f10,2854,male,20 < Age ≤ 30,19,8,15,8,M1,279138
015d775875,39264,male,20 < Age ≤ 30,16,16,9,15,M1,448926
09754372c1,21590,male,20 < Age ≤ 30,16,15,7,15,M1,425862
8108e6e7d9,36709,male,20 < Age ≤ 30,20,11,9,19,M2,4171836
ab82d83e01,57906,male,20 < Age ≤ 30,13,11,16,11,M2,872635
5a9e19aaa0,48561,male,20 < Age ≤ 30,9,18,15,9,M1,9076488
b8311372c7,24609,male,20 < Age ≤ 30,17,20,18,11,L3,34224
52958549c2,94766,male,20 < Age ≤ 30,8,12,10,13,L1,210114
bcf9a21ae6,54455,male,20 < Age ≤ 30,10,13,20,8,M2,765162
f74612fbfe,58987,male,20 < Age ≤ 30,9,12,12,18,M1,-392406
3250b37fa8,49149,male,20 < Age ≤ 30,10,11,19,8,M2,-2901795
f8c844405e,48305,male,20 < Age ≤ 30,15,7,18,13,L1,-3278735
dd2e030598,22337,male,20 < Age ≤ 30,15,20,8,14,M2,-1523734
cd341de512,31336,male,20 < Age ≤ 30,20,10,10,14,L3,-513788
3ef237f8ac,62480,male,20 < Age ≤ 30,15,16,15,15,M2,-1566534
d2d4fbb903,40828,male,20 < Age ≤ 30,16,14,11,15,L3,967701
6c2e9a87c2,39266,male,20 < Age ≤ 30,12,17,17,11,L1,-2279449
912cf8c453,93336,male,20 < Age ≤ 30,12,18,15,18,L1,1267177
998b72ba1d,81580,male,20 < Age ≤ 30,12,16,10,18,L2,809362
109c18e132,77986,male,20 < Age ≤ 30,11,7,12,20,L2,4041368
68029d3bf7,79185,male,20 < Age ≤ 30,12,16,10,12,M1,-874631
6edccd4fdd,26840,male,20 < Age ≤ 30,10,15,19,20,L1,-351489
852822da83,40548,male,20 < Age ≤ 30,11,8,7,19,L2,-600203
854a8a6065,64254,male,20 < Age ≤ 30,18,12,11,16,L3,809179
5a560e145a,53725,male,20 < Age ≤ 30,19,19,16,15,L1,-974941
e269e94503,80732,male,20 < Age ≤ 30,17,19,12,16,L1,-28723
79f9a92385,17924,male,20 < Age ≤ 30,16,11,18,16,M2,3525531
63f5198438,73712,male,20 < Age ≤ 30,20,15,13,9,M1,1253764
8d2552b267,24758,male,20 < Age ≤ 30,11,20,14,15,L3,210458
c317c9e4c4,72604,male,20 < Age ≤ 30,19,19,13,11,M1,-456028
107dce01b6,19594,male,20 < Age ≤ 30,8,14,10,10,L2,257110
a17dbe28e0,64157,male,20 < Age ≤ 30,8,20,11,8,M1,-1119789
e8c59615b3,13751,male,20 < Age ≤ 30,11,11,15,17,L1,-1168211
1c15e20317,2734,male,20 < Age ≤ 30,17,19,19,15,L3,2022376
60c643c0f3,84047,male,20 < Age ≤ 30,15,11,13,12,L3,-3132075
49aacdf061,25898,male,20 < Age ≤ 30,12,10,9,19,L1,158298
5bc00b13ef,33022,male,20 < Age ≤ 30,20,14,10,16,M2,-604936
817adc7b11,8463,male,20 < Age ≤ 30,15,10,14,14,M1,-213701
0e0962323e,69493,male,20 < Age ≤ 30,11,15,10,15,L3,-1629254
231d672b01,81315,male,20 < Age ≤ 30,19,9,19,19,M1,2549186
b7ba75cbfc,33260,male,20 < Age ≤ 30,12,9,8,7,L3,-59882
d1093a75bb,14437,male,20 < Age ≤ 30,7,16,19,18,M1,2816525
749e8eb72f,80523,male,20 < Age ≤ 30,13,10,16,11,L3,-989305
8379533699,95522,male,20 < Age ≤ 30,16,8,16,13,M2,179627
ee6dc90ff6,17683,male,20 < Age ≤ 30,9,8,12,16,M1,-6735555
8ce4ffa264,3372,male,20 < Age ≤ 30,12,18,8,16,M2,2723432
9aad5a1898,66798,male,20 < Age ≤ 30,18,13,7,8,L2,-454248
b8beb96207,97067,male,20 < Age ≤ 30,20,20,16,18,M1,389029
f0efbb85f4,86416,male,20 < Age ≤ 30,18,15,20,10,L1,366410
25c11e5b32,66319,male,20 < Age ≤ 30,11,14,19,8,L1,716100
6090709f58,39250,male,20 < Age ≤ 30,9,17,18,7,L3,-2697478
4fb80fbfee,64331,male,20 < Age ≤ 30,13,14,17,9,M2,1770449
5384225c16,51541,male,20 < Age ≤ 30,16,12,18,17,M2,1361566
f034d7e2de,6153,male,20 < Age ≤ 30,12,20,12,19,M2,-2496325
242cf6b028,1618,male,20 < Age ≤ 30,20,12,20,9,M1,-2585645
71d4b76ad5,39141,male,20 < Age ≤ 30,7,7,9,9,M2,-548536
b0d890b8ea,70204,male,20 < Age ≤ 30,10,12,12,16,M1,3480853
1cf7dd7b5a,15176,male,20 < Age ≤ 30,19,15,19,19,L2,498993
5f04e03605,45194,male,20 < Age ≤ 30,10,19,11,8,L2,1564165
50128b8194,43108,male,20 < Age ≤ 30,20,16,7,17,M1,-51362
61f50bd507,16411,male,20 < Age ≤ 30,10,8,12,14,M2,-1111852
bcd5ebb76c,56811,male,20 < Age ≤ 30,19,10,20,18,L1,-643628
3b5e0a907f,56081,male,20 < Age ≤ 30,11,9,10,9,L3,-197066
60e8a38e35,42434,male,20 < Age ≤ 30,17,9,9,18,M2,471176
b2001cc2bb,69193,male,20 < Age ≤ 30,14,20,18,10,L3,-203457
0bc290f9a1,93178,male,20 < Age ≤ 30,16,12,16,18,L2,1984676
6898d073cf,14348,male,20 < Age ≤ 30,14,15,20,16,L3,-1544897
d0a5682db0,8192,male,20 < Age ≤ 30,16,19,14,8,M2,-3288378
d7b41f2cb2,70460,male,20 < Age ≤ 30,19,12,20,18,M1,-347852
33bb7fb805,80748,male,20 < Age ≤ 30,9,10,20,16,M1,861128
984bf97542,43375,male,20 < Age ≤ 30,14,12,9,9,L3,3788389
e065a1f748,19516,male,20 < Age ≤ 30,18,19,7,17,M2,279105
921f7b8ea5,8157,male,20 < Age ≤ 30,7,7,20,17,L1,105087
2e823256cc,29671,male,20 < Age ≤ 30,10,10,14,8,M1,767826
7d7230a375,10050,male,20 < Age ≤ 30,16,7,8,9,M2,-1111685
415e93fd09,20398,male,20 < Age ≤ 30,18,11,11,9,L3,-1405787
3ef7ea00fc,65976,male,20 < Age ≤ 30,9,17,20,19,M2,-1466337
dac8e6b60e,72551,male,20 < Age ≤ 30,13,11,11,18,L1,-49556
8399bbc70a,14806,male,20 < Age ≤ 30,12,16,14,16,L3,1054075
8888de24ce,98191,male,20 < Age ≤ 30,20,17,12,18,L2,1441181
8eddfdcc1a,14746,male,20 < Age ≤ 30,13,11,11,18,M2,2519922
28522b62c9,56610,male,20 < Age ≤ 30,14,13,9,11,L3,-286802
555e24498f,45641,male,20 < Age ≤ 30,16,17,10,16,M2,-225814
4049c44733,53555,male,20 < Age ≤ 30,16,15,12,15,M2,2427605
7d9b6fe7f9,33288,male,20 < Age ≤ 30,8,8,16,10,M2,103059
1ac4bfe08c,21217,male,20 < Age ≤ 30,20,15,9,7,L1,-459719
25cceac917,80769,male,20 < Age ≤ 30,13,20,10,13,M1,-257080
585d9bcddb,83944,male,20 < Age ≤ 30,15,13,13,13,L3,-519614
c81a6bc7fc,18042,male,20 < Age ≤ 30,7,13,10,9,L3,122767
8d93644a16,33517,male,20 < Age ≤ 30,20,18,18,12,L3,-281028
163bc3a6ff,66091,male,20 < Age ≤ 30,11,17,16,9,L2,636358
20e4df985e,9939,male,20 < Age ≤ 30,10,13,7,19,L1,3356846
e7acfda536,3619,male,20 < Age ≤ 30,16,11,12,14,M2,-2172832
fdf5b592af,40231,male,20 < Age ≤ 30,14,15,12,15,M2,-137561
b40ad4281e,7635,male,20 < Age ≤ 30,20,17,8,16,L1,-778581
3e0c6e1394,5764,male,20 < Age ≤ 30,7,10,19,13,M1,-1831049
964b5fcf72,22311,male,20 < Age ≤ 30,20,10,10,17,L3,1015479
7e53979e84,5731,male,20 < Age ≤ 30,19,12,8,7,M2,1679587
4f539d88aa,68318,male,20 < Age ≤ 30,12,12,14,14,L2,86999
fa6be5a4c6,30702,male,20 < Age ≤ 30,8,15,13,11,L3,-916453
f35d8e1fe1,43019,male,20 < Age ≤ 30,10,18,20,10,L2,214733
45dd9a6f85,80593,male,20 < Age ≤ 30,7,11,14,11,M1,940661
2b30a1ed6b,26219,male,20 < Age ≤ 30,8,8,14,14,M2,893257
0235c7c070,86558,male,20 < Age ≤ 30,10,14,13,17,L3,-144812
8f80f7ab5f,83427,male,20 < Age ≤ 30,14,13,14,20,M1,1440815
a21207e35c,87981,male,20 < Age ≤ 30,16,9,10,20,M2,295731
c0de407e39,19722,male,20 < Age ≤ 30,9,12,20,7,M1,408071
e2e9f08957,89685,male,20 < Age ≤ 30,11,11,16,18,L3,-1360517
a494556348,14373,male,20 < Age ≤ 30,16,13,7,12,M1,-1350377
4ebc61ea9e,75741,male,20 < Age ≤ 30,20,10,9,19,M2,-289917
78f2925fc4,16332,male,20 < Age ≤ 30,10,8,14,7,L1,-643316
877a865096,70698,male,20 < Age ≤ 30,7,7,20,8,M1,-413413
35f88a26b5,62449,male,20 < Age ≤ 30,11,15,18,9,M2,-1219119
88a1a3c14d,58909,male,20 < Age ≤ 30,19,8,15,14,L2,186311
5fbfb90c64,75495,male,20 < Age ≤ 30,9,16,8,19,M1,681835
2d301c4d21,57273,male,20 < Age ≤ 30,14,20,20,16,L1,-267966
4eaf26d8ad,27477,male,20 < Age ≤ 30,9,10,20,9,L1,-732389
86a0bc19dc,48682,male,20 < Age ≤ 30,17,11,15,19,L1,1530751
3e257ee1fa,47111,male,20 < Age ≤ 30,18,13,16,16,L1,61540
0da8538355,26582,male,20 < Age ≤ 30,19,17,17,19,L3,828875
7af519f3b7,57984,male,20 < Age ≤ 30,9,9,11,8,M1,-795490
22f32feb76,99516,male,20 < Age ≤ 30,11,20,9,9,L1,1768020
e817ff3089,32127,male,20 < Age ≤ 30,20,11,16,11,L1,-7643546
3da4eff1ba,16404,male,20 < Age ≤ 30,12,9,11,20,M2,11016
c15f14d42c,39617,male,20 < Age ≤ 30,18,11,19,18,L3,-852840
22809bd5ff,59094,male,20 < Age ≤ 30,18,20,12,11,M1,202685
0619d5604a,22364,male,20 < Age ≤ 30,19,14,17,8,L3,-384428
0947b2bd8c,85894,male,20 < Age ≤ 30,19,15,15,15,L3,-1401050
36f1bb768a,68370,male,20 < Age ≤ 30,15,16,9,19,M1,-2077749
20e391fb18,16470,male,20 < Age ≤ 30,17,10,9,9,M1,126586
cd9dfde182,34243,male,20 < Age ≤ 30,11,8,15,19,L2,-236282
c45ea9b554,82790,male,20 < Age ≤ 30,19,13,9,19,L2,-3433121
11b76efd3c,19178,male,20 < Age ≤ 30,15,15,19,10,M1,-1886482
5597e9426b,99083,male,20 < Age ≤ 30,20,11,8,12,L3,174922
9de0bf7284,44444,male,20 < Age ≤ 30,20,13,20,13,L1,217174
e3765a925d,24527,male,20 < Age ≤ 30,16,10,13,18,L3,57469
9ffcaf016a,8363,male,20 < Age ≤ 30,10,18,18,19,L2,74195
b96403bf3e,28401,male,20 < Age ≤ 30,8,11,13,13,M2,-367850
ae807a8428,90234,male,20 < Age ≤ 30,19,17,10,16,L2,37266
8110365b37,62895,male,20 < Age ≤ 30,7,8,8,20,M2,-2428090
16fdd9c1b7,92212,male,20 < Age ≤ 30,16,18,17,8,L2,1067598
e8e5a3a0ee,41001,male,20 < Age ≤ 30,19,17,14,11,M1,-461735
e1af8d13b8,12308,male,20 < Age ≤ 30,8,17,8,8,L2,-60720
addecc8c53,92616,male,20 < Age ≤ 30,16,9,19,20,M2,-2903909
5d26ba14a0,18215,male,20 < Age ≤ 30,10,14,16,8,M1,168845
d43bdc58bb,58397,male,20 < Age ≤ 30,12,18,10,10,M1,-566751
40d16cbff5,64036,male,20 < Age ≤ 30,19,8,12,12,L3,1284727
b117f962d2,98784,male,20 < Age ≤ 30,10,17,15,14,L2,-600165
bb3c114277,35659,male,20 < Age ≤ 30,11,13,11,9,L2,1458422
261cac3af7,59806,male,20 < Age ≤ 30,17,19,10,12,L1,1593802
52e0c62919,68847,male,20 < Age ≤ 30,8,7,7,7,L2,-1586434
29cfbc858e,45753,male,20 < Age ≤ 30,12,17,7,14,L2,893183
128784995f,89661,male,20 < Age ≤ 30,19,18,13,12,L1,-309546
fc7a544f40,31810,male,20 < Age ≤ 30,18,15,14,16,L3,353089
24d9491173,82411,male,20 < Age ≤ 30,20,18,11,11,L2,-1623241
8064754a92,92755,male,20 < Age ≤ 30,11,16,18,10,M1,1047945
13a13f9287,51274,male,20 < Age ≤ 30,13,16,17,19,L3,1247082
e39a668cf1,87149,male,20 < Age ≤ 30,11,7,15,18,M2,243944
cc3be840c4,57283,male,20 < Age ≤ 30,12,11,10,19,L2,-3402234
3bc643ef91,12813,male,20 < Age ≤ 30,19,7,14,18,L1,1006077
83aed9fdd2,55961,male,20 < Age ≤ 30,17,19,16,12,L3,1975353
a05ad3b465,13470,male,20 < Age ≤ 30,10,7,13,12,L3,-189389
a2e8edcf17,15285,male,20 < Age ≤ 30,12,17,17,20,L1,1261972
d1d390c835,88490,male,20 < Age ≤ 30,10,19,17,16,M1,1263367
9b3e70a23d,67469,male,20 < Age ≤ 30,17,15,8,19,L1,299634
4cef7238c3,36031,male,20 < Age ≤ 30,16,17,10,17,L1,1118975
272a410ff0,25947,male,20 < Age ≤ 30,20,15,16,17,L1,512590
d509736435,66610,male,20 < Age ≤ 30,18,9,18,9,L1,536205
853949ad15,98426,male,20 < Age ≤ 30,15,18,8,13,M1,-322877
e848b06217,48897,male,20 < Age ≤ 30,12,19,18,20,L2,779527
4298d8f3fa,63996,male,20 < Age ≤ 30,7,10,20,9,L1,83580
ad3b001fd0,73359,male,20 < Age ≤ 30,16,13,8,12,M1,-281241
7ab313b104,15667,male,20 < Age ≤ 30,11,12,14,12,L2,30835
4c92a131a2,49628,male,20 < Age ≤ 30,7,9,15,20,M1,3518993
87f4e50bc9,76984,male,20 < Age ≤ 30,14,9,12,19,L2,-887887
4403de36f2,71943,male,20 < Age ≤ 30,8,11,20,7,M2,-977299
44fae4e951,40252,male,20 < Age ≤ 30,8,10,14,9,L1,-2502750
a5c4e42c52,82663,male,20 < Age ≤ 30,12,13,16,17,M2,506341
4020cac8ff,54134,male,20 < Age ≤ 30,19,13,10,15,M1,948253
0b3a375292,71643,male,20 < Age ≤ 30,10,18,11,12,L2,5718
9bb9bff824,44697,male,20 < Age ≤ 30,14,20,11,7,M2,63332
c8dd94566f,22778,male,20 < Age ≤ 30,16,19,12,19,L1,-630273
369dc79fe9,85352,male,20 < Age ≤ 30,17,15,17,16,L2,-116466
fee14f82b6,58265,male,20 < Age ≤ 30,20,13,7,13,L3,1452128
e78993ec4b,20117,male,20 < Age ≤ 30,20,8,16,19,M2,-703759
c5c61abe73,71326,male,20 < Age ≤ 30,11,16,10,19,L3,291555
868089f739,33525,male,20 < Age ≤ 30,13,20,15,9,L2,1026000
56889f703c,52953,male,20 < Age ≤ 30,16,13,17,8,M1,737273
f25e9ec041,87313,male,20 < Age ≤ 30,8,8,13,18,M2,-1519164
6cd886c7f0,4568,male,20 < Age ≤ 30,20,15,13,18,L2,539253
