Pseudo ID,ZIPCODE,gender,Age,S1,S2,S3,S4
ad85545b55,16647,female,28,12,9,16,8
0bc91d7906,77793,female,21,12,20,12,16
910a2efaa7,59953,male,25,18,14,16,13
a5ea0a2204,22661,male,24,13,20,10,10
4ab009702f,16075,female,24,16,18,20,14
cbbbf201f4,64955,male,19,20,13,15,12
1337a84746,24431,female,25,10,10,19,7
82ad0895f4,6375,male,28,13,16,19,7
1b11caf78c,54260,female,26,16,15,14,18
9f084c56e0,3335,male,19,7,7,13,16
12a5e6c26c,90573,female,21,16,19,13,17
af8cc4a958,42960,male,24,11,15,8,10
d8951bb6e9,71952,female,24,12,9,8,7
a07ef39763,80064,female,21,10,19,7,17
902928df53,11916,male,27,17,13,20,20
c1f9b08b93,41083,female,19,15,19,20,9
dd74421318,3608,male,26,14,18,16,10
8043a296b0,26739,male,27,14,19,17,9
e56c2e6f3d,95821,male,25,13,11,8,7
cf481b4f4a,98060,female,24,14,19,12,12
729c4c22d6,78028,female,24,14,20,7,13
f469e24097,19348,male,28,18,10,14,16
fbe065f446,62383,male,22,14,20,17,11
acd6f2c13b,31435,male,27,13,11,14,12
0883ef2efb,10118,male,25,10,16,14,11
32791ba422,10174,female,19,19,17,19,10
0e399a02ca,84406,female,26,18,14,8,20
bb67629f12,84225,female,19,8,18,17,15
889e0f2e38,11950,male,25,9,12,10,15
e935caa0ce,83281,female,28,13,9,12,20
b7149c5e7d,97596,male,19,11,9,9,12
9e48292e2d,61226,male,19,12,17,16,16
1498616ccd,68044,female,23,7,10,12,12
9ce759b6ea,85757,male,28,15,17,18,15
77440cf2bf,39008,female,19,8,16,19,7
d8b15c36f1,35891,female,19,11,9,12,7
5b802dfdf8,95355,female,21,12,11,20,7
7e5e214deb,1580,female,20,7,19,13,19
fa8903e78b,32771,male,25,18,10,13,20
9b12f98306,21599,female,24,12,7,17,17
0d8f461b63,18288,female,23,17,19,9,17
15f376801b,88585,female,23,10,17,15,12
8c7e008340,57115,female,28,16,13,9,14
4246c5a69b,21704,female,21,7,16,14,8
f4cb727124,43525,male,23,20,19,12,12
b4222cf9d0,29862,male,19,16,12,16,17
563c290ad4,78669,male,21,18,12,18,20
5d3f1eba86,9421,male,26,16,12,12,19
fd69b0ad72,84226,female,27,9,16,20,16
604db056d3,2944,female,25,19,18,12,20
8a2f9c6de6,20303,female,26,15,10,19,14
13a6c5a687,50511,female,22,14,8,14,7
26865e35c5,14930,female,22,14,17,20,14
4be822a046,32019,male,19,16,12,14,18
676dc66567,53432,male,26,15,12,20,9
dbb9ab49f7,69510,female,26,7,8,18,16
86ac1876d6,28305,female,19,13,17,9,14
e27420a2f3,25218,male,19,13,7,10,9
d19f00d601,13021,female,26,9,7,15,9
1d32301bf3,60427,male,22,9,19,7,10
76620b595c,22974,male,26,12,16,8,14
effa313dc5,68449,male,27,9,17,16,10
033405d851,52335,male,27,8,11,7,17
3a7d89072a,10695,female,19,20,7,8,13
29c0bd33fb,35439,male,27,16,12,15,12
2a76b49384,1862,male,19,10,19,14,8
2cc01f5903,63984,male,25,19,10,9,10
405937fa40,95114,male,26,9,9,16,16
a0f1a320d8,78796,female,25,17,19,9,20
1c133eda15,79338,male,24,19,14,13,20
f4ce1831d5,16644,male,27,19,12,12,17
ef80128fc2,95406,male,19,17,11,19,20
4194bc485b,18830,male,25,10,11,11,9
ec10c3f268,15212,male,25,18,7,14,12
35953f1f9f,90365,male,23,11,10,12,12
f10326c01e,48988,male,28,20,13,14,14
e86633c3e5,81264,female,25,11,14,13,7
eb19d2f142,98243,female,26,13,11,12,20
37be90ad7a,40629,male,25,9,18,13,9
59142009ce,13435,female,28,9,12,13,8
491e66c73c,92845,female,22,15,11,10,13
9e7f0af64f,65125,female,20,10,13,7,13
177ca71908,86952,male,20,12,9,10,8
c5c1f2a7cf,86387,female,24,9,11,8,11
1a28f0a27f,29494,male,27,11,17,7,15
e90a9b6385,41662,male,21,17,14,13,15
065579011e,17105,female,25,13,11,12,11
98e5e5ca1f,92046,female,19,12,9,16,9
6162ea04e5,35688,female,21,16,15,19,16
38e4b02e93,86245,female,20,14,13,12,17
67d097891a,46322,male,21,15,19,14,11
2c406cdcf8,23704,female,22,14,12,12,16
778bfec125,42954,female,28,7,8,18,13
bf8c60be12,40662,male,22,19,12,13,19
f7c14ab0a4,55174,male,21,17,18,10,12
896a887fa6,9988,male,23,14,13,15,13
a4c3320d90,49160,male,27,10,7,10,14
a5393e09bb,95150,female,20,7,12,19,20
afb7f9a698,81215,male,28,19,10,7,11
25789b3dfa,25538,male,21,12,16,18,8
4610fb2896,89336,male,22,14,16,20,11
e7ad8a56d6,18637,female,19,12,16,19,10
30d8177f39,63774,male,25,15,18,9,10
f67fa756c7,75568,male,22,7,7,17,17
3da096a89f,54652,female,21,11,13,7,15
835e3ca848,51886,female,19,12,13,18,8
ac843849b3,43316,male,25,7,17,19,15
afb5cdbd3e,30364,female,25,19,20,11,13
ed4787d80c,88162,female,27,16,9,18,12
92ff69b5c6,57581,male,20,8,13,12,11
a8aaff8105,48644,female,23,18,16,19,10
e0429c45f8,5484,female,27,13,15,18,10
244ad39fe2,10509,male,26,7,19,20,11
4359a72fff,74225,male,25,10,19,15,19
c7a8803aae,38381,female,26,10,7,19,9
a3de28103c,3120,male,21,19,12,20,10
a78a247423,69915,female,28,19,7,15,11
79027e53b9,83847,female,23,11,7,15,9
a3b81b1e03,93624,male,21,7,8,17,18
fc4929d017,20554,female,26,17,8,19,17
90dd7de361,90981,female,19,14,17,8,11
7df559af2a,42678,male,27,14,12,11,12
5d824143d7,34141,female,25,18,11,20,8
304e89bc4c,58291,male,28,13,14,16,7
6859ba3440,64235,male,27,20,18,7,8
f12b289786,75477,female,28,10,9,10,19
37b28c49b4,37052,male,27,17,12,12,11
305e573a5e,74064,female,19,8,9,10,7
28732ef98d,35099,male,21,20,7,7,12
07f7a88fbf,97318,female,24,9,8,12,7
4c494c999d,76009,female,21,11,7,10,11
5f04ff1307,84961,female,25,10,20,9,20
c189fc9c71,43999,male,21,10,17,17,20
ce115b8e9a,97260,female,22,13,13,11,12
125f057b64,97113,female,25,9,15,9,9
54fa590acc,42850,male,25,13,18,12,14
fd38bb1dd3,32164,female,19,17,11,14,12
8d28b7edb2,47291,male,25,7,9,7,11
10398555a3,11050,female,22,11,14,7,19
c547fe2a6c,12722,male,25,18,12,16,20
21e015fae4,33861,male,22,14,20,19,19
3f7f24bc1c,81480,male,26,10,19,9,16
0856b0329c,5957,female,26,8,8,20,8
3f1e3cd99d,25515,male,22,10,20,10,9
e146e80096,41484,female,23,7,11,20,20
b5bc010007,43580,female,26,7,17,7,14
5c9cfbf2f3,17235,female,26,17,15,13,10
8c47fb90f9,4288,male,27,8,8,16,20
d25fb949fd,51476,female,19,18,19,7,8
9bd76bf24a,21744,female,26,20,19,18,12
160a6532ac,89109,female,21,15,10,17,20
a5699a5981,65010,female,21,12,9,20,15
b4b18ec6ce,76679,female,27,20,14,8,15
9c824e6ecb,97835,female,27,17,12,10,7
3b7c4b247d,25610,male,27,13,9,9,18
9ef24bb772,90674,female,26,18,18,14,13
62c8e08a12,82516,male,23,15,12,14,10
6570b483a9,70147,male,26,9,12,19,14
c140a2fb53,46951,female,23,19,17,7,12
bdd57fd098,87534,male,23,13,9,12,20
d6f23bb14b,61374,female,21,9,11,14,10
748b62eb15,35142,male,25,7,10,9,20
a29e59d1e3,18745,female,21,9,16,10,14
5d45e5db12,30537,male,25,12,7,14,8
c06c4a3292,36310,male,23,10,9,9,18
f7a7904ed2,12438,male,22,15,10,19,12
7c8c93d8f7,24069,male,24,15,20,13,13
7ecb22520b,19600,male,25,15,18,8,10
8edac10fc5,84215,male,21,19,19,7,13
ebeb14da38,41460,male,19,14,8,19,10
661f0e5219,95301,female,27,7,9,7,15
e612af8ca8,68940,female,28,8,8,7,17
ad0a01b6cd,98408,female,19,10,16,10,20
4ef58ed7ab,51363,male,19,19,20,15,15
0ce10043d4,91931,male,19,20,18,10,17
d9bb2023d1,54898,female,21,12,18,10,19
10cbddc748,33699,male,19,16,19,8,18
3e57ebd9d8,46437,female,28,18,12,14,13
5052c53f1e,39596,female,20,15,8,7,19
d8dcb8a82b,97663,male,21,16,16,8,10
edfc03a15a,87356,male,24,16,17,7,20
c1c4b19356,59258,female,28,12,8,18,16
56399a85f9,46191,male,27,12,14,15,16
4572ea7e68,68412,female,21,17,17,16,19
d1c759a56c,92875,male,28,17,18,16,19
4f14dbce92,61504,male,27,11,8,17,13
f8c935a30b,41130,female,27,8,19,18,12
d311f8e1da,38513,male,22,12,18,7,12
66e9d829af,37482,female,24,9,11,9,14
d932efb640,1526,female,25,17,11,14,18
3d7b0d446f,34254,female,22,20,11,8,11
d5280148bc,23465,male,20,18,12,11,20
b1352b1332,80585,female,27,14,12,11,9
898d507c2b,81423,female,22,19,18,20,20
51ad994a47,69352,female,19,7,18,16,19
b430b0f360,63496,female,21,19,18,13,9
752e8a674f,9597,male,22,20,17,10,18
d904266fe4,20299,male,20,16,19,13,18
e6c14798c8,3746,male,19,12,15,10,16
5d20d32005,97528,male,26,9,11,15,14
e55f3fd230,93320,female,26,12,8,19,18
f62634a30d,96059,female,25,9,17,15,15
88339e1fe7,15582,male,20,15,19,17,19
d427e037ee,77159,female,26,17,14,19,13
c532782087,12452,male,23,13,17,17,11
3d1fd85f9c,66680,female,27,11,19,10,15
5b11832946,17413,male,27,7,7,17,16
a7396b6462,50091,female,27,17,8,17,19
7eecbc14b9,12326,female,20,18,8,9,12
58503047f3,84815,female,23,9,18,10,7
83cafd6d0d,13453,male,28,18,11,12,11
d62676e316,62701,male,22,12,8,10,10
482d2853e7,23409,male,24,15,7,14,11
38319845de,4608,male,28,11,20,16,15
319e32e578,76001,female,23,20,11,16,14
4519dc2c58,24436,male,20,20,15,20,15
37e0edb5a3,59286,male,26,15,9,16,7
839cbd8f60,10387,female,27,7,12,7,9
66f50fd576,36198,male,28,18,8,20,17
435f797726,92348,female,22,19,20,12,13
968b7b5287,99610,male,26,13,17,12,16
71b4217a87,58484,female,21,11,19,13,14
85368fc992,62428,female,26,14,14,17,8
5d1a6aad44,40016,male,24,11,19,7,19
2256219fda,85293,female,24,14,10,10,9
c6d2ab4428,8725,female,22,19,15,12,14
058fd364af,96033,female,22,16,9,9,20
93d7558c34,16697,female,28,14,11,16,12
c89197339c,45013,male,19,18,13,16,19
321b339b32,92138,female,19,17,15,13,14
5ccde5d2ee,25892,male,21,17,15,15,11
73604db369,14161,male,21,9,18,8,8
7f5fa08f10,2854,male,28,19,8,15,8
ff517729e2,51764,male,20,19,18,14,16
3e5be315a9,6718,female,21,19,18,11,13
98dfb2798b,70740,female,23,7,20,11,18
015d775875,39264,male,28,16,16,9,15
09754372c1,21590,male,27,16,15,7,15
8108e6e7d9,36709,male,21,20,11,9,19
aaef54d18e,20738,female,24,17,17,9,14
ab82d83e01,57906,male,24,13,11,16,11
f4e809f901,4845,female,26,10,14,17,9
1802f3d51f,52908,female,24,12,11,16,17
f1de3ed5ff,54581,female,20,16,17,7,20
c5b24295e7,77197,female,25,15,20,10,10
5a9e19aaa0,48561,male,24,9,18,15,9
2fcb76b897,2554,female,28,15,7,14,13
b8311372c7,24609,male,23,17,20,18,11
1ebfd3376c,82681,male,20,20,9,19,10
50b8ff3567,90189,male,19,20,17,9,10
e9ea563124,25917,female,19,9,14,13,11
e2fe0f8793,35131,female,20,18,14,9,10
7fe17de728,1577,male,19,18,12,8,13
57a91e5f1d,43004,female,23,10,9,8,12
43d56b194e,20838,female,28,18,14,12,7
52958549c2,94766,male,25,8,12,10,13
bcf9a21ae6,54455,male,25,10,13,20,8
f74612fbfe,58987,male,21,9,12,12,18
751cf886c2,24163,female,27,11,16,16,16
e307b50de6,60966,female,26,14,18,12,9
748b07eb0e,73487,female,28,13,13,7,14
3250b37fa8,49149,male,24,10,11,19,8
376e82cb41,62867,female,23,14,9,15,13
765baa1cb5,88587,female,24,8,11,9,15
f8c844405e,48305,male,28,15,7,18,13
47deede7dc,48602,female,28,13,15,19,17
dd2e030598,22337,male,23,15,20,8,14
cd341de512,31336,male,27,20,10,10,14
66efb4c3b5,89562,female,25,10,9,8,8
901c1ff68c,11415,female,24,7,8,20,9
3ef237f8ac,62480,male,28,15,16,15,15
d2d4fbb903,40828,male,25,16,14,11,15
44313ba6f7,29409,female,27,12,19,8,9
0a88a14c7c,7257,female,21,10,12,11,7
887a5eed26,6931,female,19,10,9,15,14
f12b441a0e,38518,male,20,19,20,8,9
6c2e9a87c2,39266,male,21,12,17,17,11
912cf8c453,93336,male,22,12,18,15,18
a4d06581b8,87962,female,28,20,10,16,11
aea7391ed1,11250,female,26,18,8,12,12
998b72ba1d,81580,male,22,12,16,10,18
4c2e0a3caf,79411,female,22,16,17,18,12
109c18e132,77986,male,26,11,7,12,20
a9d3e6ce18,53396,female,21,11,14,10,17
3edd24adac,12421,male,19,10,12,16,15
1ab133dbcb,28278,female,20,12,20,7,7
68029d3bf7,79185,male,27,12,16,10,12
3a14ee9b1a,36444,female,20,11,18,13,18
29075c320b,1556,female,21,20,10,10,10
6edccd4fdd,26840,male,22,10,15,19,20
852822da83,40548,male,24,11,8,7,19
b3d8d4c48c,82438,male,20,20,10,10,16
854a8a6065,64254,male,23,18,12,11,16
5a560e145a,53725,male,28,19,19,16,15
c622c41bd6,87914,female,27,17,10,20,9
a25171350c,68965,female,24,14,17,13,16
e269e94503,80732,male,27,17,19,12,16
8e5481f738,85708,female,22,14,12,10,14
3d2aee08ff,1787,female,27,20,11,19,18
ac3dc17c06,95877,female,27,16,13,12,19
2fa6d7ffbf,9084,female,20,11,19,10,10
5c2d9e2448,58745,female,27,9,8,14,19
ecfa08b1bd,82830,female,20,14,9,19,12
79f9a92385,17924,male,25,16,11,18,16
63f5198438,73712,male,25,20,15,13,9
7dab71d914,26499,female,24,7,7,9,7
6ef8e2fe39,84308,female,27,20,11,12,7
8d2552b267,24758,male,22,11,20,14,15
c317c9e4c4,72604,male,27,19,19,13,11
107dce01b6,19594,male,24,8,14,10,10
72be8fa76f,93220,female,19,11,16,18,12
a17dbe28e0,64157,male,28,8,20,11,8
ed4c230aac,41157,female,27,16,12,9,7
ee1ae5be83,37665,male,19,20,12,10,14
e8c59615b3,13751,male,25,11,11,15,17
1c15e20317,2734,male,25,17,19,19,15
b713a02f42,53356,female,22,18,10,13,20
4407d4ece5,80028,female,28,9,10,19,16
60c643c0f3,84047,male,25,15,11,13,12
49aacdf061,25898,male,24,12,10,9,19
e8163e9f5a,40319,female,19,12,9,12,14
5bc00b13ef,33022,male,28,20,14,10,16
817adc7b11,8463,male,22,15,10,14,14
48c79a3456,39012,female,23,20,9,20,18
41adcc8070,17547,female,23,7,9,7,11
86078bf46a,2971,male,20,8,12,14,19
0e0962323e,69493,male,23,11,15,10,15
4faba5ae53,2778,female,22,16,18,16,20
231d672b01,81315,male,23,19,9,19,19
356e88dbd0,49942,female,28,7,12,19,9
5a134526c7,26739,female,28,18,15,13,17
b7ba75cbfc,33260,male,21,12,9,8,7
d1093a75bb,14437,male,25,7,16,19,18
749e8eb72f,80523,male,27,13,10,16,11
8379533699,95522,male,27,16,8,16,13
3fd1d00b71,48378,female,21,11,18,9,16
ee6dc90ff6,17683,male,24,9,8,12,16
8f75ab7cd8,19380,male,20,8,17,19,16
8ce4ffa264,3372,male,23,12,18,8,16
9aad5a1898,66798,male,28,18,13,7,8
fdf18c48cf,26721,female,25,7,20,16,11
b8beb96207,97067,male,28,20,20,16,18
b620c646d4,12679,female,21,15,15,17,19
27ea8f9ef0,54839,female,23,13,16,17,12
f0efbb85f4,86416,male,27,18,15,20,10
a5d33c85b0,28950,female,22,16,18,19,16
64d731b1b3,86147,female,21,17,15,15,18
25c11e5b32,66319,male,26,11,14,19,8
6090709f58,39250,male,23,9,17,18,7
4fb80fbfee,64331,male,23,13,14,17,9
5384225c16,51541,male,22,16,12,18,17
b6886fc3f2,53112,male,20,10,13,10,16
174c04f1a9,63229,female,24,20,19,9,12
f034d7e2de,6153,male,21,12,20,12,19
d30abfc918,10324,male,20,7,20,9,19
242cf6b028,1618,male,22,20,12,20,9
9256705a88,8498,female,26,7,12,19,7
a35f486911,99576,female,19,8,16,14,18
71d4b76ad5,39141,male,24,7,7,9,9
b0d890b8ea,70204,male,24,10,12,12,16
1cf7dd7b5a,15176,male,25,19,15,19,19
b5e8a9e7e2,49706,female,20,11,18,14,13
9dc4678d4d,57970,female,19,15,20,9,9
5f04e03605,45194,male,22,10,19,11,8
50128b8194,43108,male,27,20,16,7,17
606528134b,80483,female,26,7,16,11,17
e231e5b1e0,48756,female,26,11,9,7,13
61f50bd507,16411,male,27,10,8,12,14
bcd5ebb76c,56811,male,23,19,10,20,18
3b5e0a907f,56081,male,27,11,9,10,9
60e8a38e35,42434,male,22,17,9,9,18
b2001cc2bb,69193,male,28,14,20,18,10
0bc290f9a1,93178,male,23,16,12,16,18
6898d073cf,14348,male,23,14,15,20,16
17718bd9cb,82366,female,21,15,18,11,10
96d98759d8,62901,female,28,7,17,9,8
d0a5682db0,8192,male,24,16,19,14,8
c4117c8458,59201,male,19,7,12,14,17
7f3869a77c,22280,male,20,12,14,18,9
4bca69404d,29512,male,19,15,11,9,13
7d688d5beb,79566,female,24,8,7,9,18
471d0af4bf,98179,female,28,13,9,15,12
03cf19458c,87624,male,20,20,18,9,9
d7b41f2cb2,70460,male,26,19,12,20,18
33bb7fb805,80748,male,24,9,10,20,16
984bf97542,43375,male,24,14,12,9,9
32eb42d0bf,39107,female,27,14,8,10,8
e065a1f748,19516,male,25,18,19,7,17
921f7b8ea5,8157,male,27,7,7,20,17
2e823256cc,29671,male,27,10,10,14,8
804b02db70,50104,female,20,20,20,8,10
131b10869d,47582,female,27,9,20,15,18
7d7230a375,10050,male,27,16,7,8,9
415e93fd09,20398,male,24,18,11,11,9
70a1ba2646,65518,female,20,16,7,9,20
3ef7ea00fc,65976,male,22,9,17,20,19
e0c982f3c0,32181,female,23,19,17,8,14
a3487a0345,14786,female,26,19,11,13,8
97047c25d5,87173,female,19,11,19,7,11
1b2cd0a77c,84748,female,22,16,15,12,18
dac8e6b60e,72551,male,28,13,11,11,18
e4698a43ab,54217,female,22,15,14,20,16
2a55db0358,10415,female,28,19,13,7,20
ac4bd109d3,21798,male,20,16,18,13,14
4caec20452,29575,female,19,9,18,16,19
8399bbc70a,14806,male,21,12,16,14,16
8888de24ce,98191,male,27,20,17,12,18
239bb6dd78,7686,male,20,18,14,8,9
8eddfdcc1a,14746,male,27,13,11,11,18
1fe5524bbc,15364,male,19,8,19,19,13
10e3107f95,14611,female,20,16,11,17,9
4953f6cffa,58045,male,19,14,13,14,20
5524eb3b9b,86353,female,19,9,14,7,12
28522b62c9,56610,male,24,14,13,9,11
54e5d6df0e,12275,female,27,15,11,9,18
555e24498f,45641,male,27,16,17,10,16
4049c44733,53555,male,24,16,15,12,15
afc9377880,77030,female,27,7,19,18,12
7d9b6fe7f9,33288,male,26,8,8,16,10
7245d7e9ae,67759,female,22,9,16,15,12
99e95b4357,98063,female,22,7,13,19,12
1ac4bfe08c,21217,male,21,20,15,9,7
25cceac917,80769,male,26,13,20,10,13
585d9bcddb,83944,male,27,15,13,13,13
360e97516d,67635,female,23,13,20,13,17
877a345d26,42950,female,27,12,12,11,9
c81a6bc7fc,18042,male,21,7,13,10,9
af58e46f1a,51476,female,28,11,7,14,9
34e13c817d,38264,male,19,17,14,12,13
c898a71b27,72451,male,19,12,8,15,10
bfc8b43111,84966,male,19,19,16,14,16
df5778f533,70931,female,19,20,17,11,14
b135fb046a,51717,female,25,16,16,15,14
8d93644a16,33517,male,27,20,18,18,12
ed252f269c,18596,female,19,13,16,16,20
163bc3a6ff,66091,male,24,11,17,16,9
47ef119ac0,37150,female,21,20,18,19,13
2d72530439,2184,female,25,14,14,19,20
ce10d0328b,42584,female,20,7,7,18,16
e2812431b9,38980,female,21,16,19,20,8
fae25bbb1d,11298,male,19,12,12,13,9
20e4df985e,9939,male,21,10,13,7,19
e7acfda536,3619,male,26,16,11,12,14
fdf5b592af,40231,male,28,14,15,12,15
b40ad4281e,7635,male,21,20,17,8,16
9b712b1ceb,23236,female,21,20,11,19,16
3e0c6e1394,5764,male,23,7,10,19,13
964b5fcf72,22311,male,27,20,10,10,17
de832ff310,83980,female,26,18,11,12,7
